"ensembl_gene_id"	"external_gene_name"	"gene_biotype"
"2250"	"ENSG00000213626"	"LBH"	"protein_coding"
"2251"	"ENSG00000213639"	"PPP1CB"	"protein_coding"
"2252"	"ENSG00000213699"	"SLC35F6"	"protein_coding"
"2253"	"ENSG00000214595"	"EML6"	"protein_coding"
"2254"	"ENSG00000214694"	"ARHGEF33"	"protein_coding"
"2255"	"ENSG00000214711"	"CAPN14"	"protein_coding"
"2256"	"ENSG00000214842"	"RAD51AP2"	"protein_coding"
"2257"	"ENSG00000215795"	"AL390728.2"	"processed_pseudogene"
"2258"	"ENSG00000215808"	"LINC01139"	"lincRNA"
"2259"	"ENSG00000217258"	"AC007249.1"	"lincRNA"
"2260"	"ENSG00000217643"	"PTGES3P2"	"processed_pseudogene"
"2261"	"ENSG00000218739"	"CEBPZOS"	"protein_coding"
"2262"	"ENSG00000219626"	"FAM228B"	"protein_coding"
"2263"	"ENSG00000221843"	"C2orf16"	"protein_coding"
"2264"	"ENSG00000221953"	"C1orf229"	"lincRNA"
"2265"	"ENSG00000222030"	"LINC01793"	"lincRNA"
"2266"	"ENSG00000223522"	"AC093690.1"	"antisense"
"2267"	"ENSG00000223658"	"C1GALT1C1L"	"protein_coding"
"2268"	"ENSG00000223754"	"AC008073.1"	"antisense"
"2269"	"ENSG00000223935"	"LGALSL-DT"	"bidirectional_promoter_lncRNA"
"2270"	"ENSG00000224014"	"AL390728.3"	"processed_pseudogene"
"2271"	"ENSG00000224165"	"DNAJC27-AS1"	"antisense"
"2272"	"ENSG00000224177"	"LINC00570"	"lincRNA"
"2273"	"ENSG00000224525"	"AL591686.1"	"antisense"
"2274"	"ENSG00000224939"	"LINC00184"	"lincRNA"
"2275"	"ENSG00000225234"	"TRAPPC12-AS1"	"antisense"
"2276"	"ENSG00000225554"	"AL359764.1"	"lincRNA"
"2277"	"ENSG00000225649"	"AC064875.1"	"processed_transcript"
"2278"	"ENSG00000225889"	"AC012368.1"	"antisense"
"2279"	"ENSG00000225964"	"NRIR"	"antisense"
"2280"	"ENSG00000226080"	"AC062028.2"	"processed_pseudogene"
"2281"	"ENSG00000226191"	"CLK3P2"	"processed_pseudogene"
"2282"	"ENSG00000226491"	"FTOP1"	"processed_pseudogene"
"2283"	"ENSG00000226828"	"AL591885.1"	"lincRNA"
"2284"	"ENSG00000226833"	"AC092164.1"	"antisense"
"2285"	"ENSG00000226919"	"AL365184.1"	"antisense"
"2286"	"ENSG00000227210"	"AC079145.1"	"antisense"
"2287"	"ENSG00000227230"	"AL606534.1"	"antisense"
"2288"	"ENSG00000227671"	"AL390728.4"	"transcribed_unprocessed_pseudogene"
"2289"	"ENSG00000227799"	"AC012358.2"	"processed_pseudogene"
"2290"	"ENSG00000227953"	"LINC01341"	"processed_transcript"
"2291"	"ENSG00000228203"	"RNF144A-AS1"	"processed_transcript"
"2292"	"ENSG00000228305"	"AC016734.1"	"processed_pseudogene"
"2293"	"ENSG00000228474"	"OST4"	"protein_coding"
"2294"	"ENSG00000228925"	"AC016722.2"	"antisense"
"2295"	"ENSG00000228999"	"AC096570.1"	"lincRNA"
"2296"	"ENSG00000229122"	"AGBL5-IT1"	"sense_intronic"
"2297"	"ENSG00000229255"	"AC138089.1"	"lincRNA"
"2298"	"ENSG00000229692"	"SOS1-IT1"	"sense_intronic"
"2299"	"ENSG00000229727"	"AC013460.1"	"processed_transcript"
"2300"	"ENSG00000230026"	"AL357556.1"	"processed_pseudogene"
"2301"	"ENSG00000230286"	"AC013472.2"	"antisense"
"2302"	"ENSG00000230325"	"AL359921.1"	"antisense"
"2303"	"ENSG00000230979"	"AC079250.1"	"processed_pseudogene"
"2304"	"ENSG00000231312"	"MAP4K3-DT"	"antisense"
"2305"	"ENSG00000231367"	"LINC02613"	"lincRNA"
"2306"	"ENSG00000231609"	"AC007098.1"	"antisense"
"2307"	"ENSG00000231663"	"COA6-AS1"	"antisense"
"2308"	"ENSG00000231768"	"LINC01354"	"lincRNA"
"2309"	"ENSG00000231826"	"LINC01819"	"lincRNA"
"2310"	"ENSG00000232044"	"LINC01105"	"processed_transcript"
"2311"	"ENSG00000232403"	"AC009501.1"	"processed_pseudogene"
"2312"	"ENSG00000232642"	"AC008073.2"	"antisense"
"2313"	"ENSG00000232713"	"AC010733.1"	"processed_pseudogene"
"2314"	"ENSG00000232973"	"CYP1B1-AS1"	"antisense"
"2315"	"ENSG00000233084"	"RPL23AP25"	"processed_pseudogene"
"2316"	"ENSG00000233230"	"AC079807.1"	"antisense"
"2317"	"ENSG00000233251"	"AC007743.1"	"antisense"
"2318"	"ENSG00000233266"	"HMGB1P31"	"processed_pseudogene"
"2319"	"ENSG00000233426"	"EIF3FP3"	"processed_pseudogene"
"2320"	"ENSG00000233461"	"AL445524.1"	"antisense"
"2321"	"ENSG00000233718"	"MYCNOS"	"antisense"
"2322"	"ENSG00000233723"	"LINC01122"	"lincRNA"
"2323"	"ENSG00000234072"	"AC074117.1"	"antisense"
"2324"	"ENSG00000234171"	"RNASEH1-AS1"	"antisense"
"2325"	"ENSG00000234423"	"LINC01250"	"lincRNA"
"2326"	"ENSG00000234690"	"EPCAM-DT"	"lincRNA"
"2327"	"ENSG00000234929"	"AC018685.2"	"lincRNA"
"2328"	"ENSG00000234936"	"AC010883.1"	"antisense"
"2329"	"ENSG00000235021"	"AL591848.2"	"lincRNA"
"2330"	"ENSG00000235072"	"AC012074.1"	"lincRNA"
"2331"	"ENSG00000235078"	"AC231981.1"	"antisense"
"2332"	"ENSG00000235092"	"ID2-AS1"	"antisense"
"2333"	"ENSG00000235665"	"LINC00298"	"lincRNA"
"2334"	"ENSG00000235688"	"SNTG2-AS1"	"antisense"
"2335"	"ENSG00000236358"	"AL355472.2"	"antisense"
"2336"	"ENSG00000236498"	"AC107081.2"	"antisense"
"2337"	"ENSG00000236502"	"SIX3-AS1"	"lincRNA"
"2338"	"ENSG00000236790"	"LINC00299"	"lincRNA"
"2339"	"ENSG00000236824"	"BCYRN1"	"scRNA"
"2340"	"ENSG00000237133"	"AC020594.1"	"antisense"
"2341"	"ENSG00000237522"	"NONOP2"	"processed_pseudogene"
"2342"	"ENSG00000237720"	"AC011995.2"	"lincRNA"
"2343"	"ENSG00000237887"	"RPL23AP32"	"processed_pseudogene"
"2344"	"ENSG00000237991"	"RPL35P1"	"processed_pseudogene"
"2345"	"ENSG00000238018"	"AC093110.1"	"antisense"
"2346"	"ENSG00000238243"	"OR2W3"	"protein_coding"
"2347"	"ENSG00000239300"	"AC080162.1"	"antisense"
"2348"	"ENSG00000239332"	"LINC01119"	"lincRNA"
"2349"	"ENSG00000240401"	"AC012358.3"	"antisense"
"2350"	"ENSG00000240687"	"AC082651.1"	"lincRNA"
"2351"	"ENSG00000240857"	"RDH14"	"protein_coding"
"2352"	"ENSG00000242282"	"AC108488.1"	"lincRNA"
"2353"	"ENSG00000242628"	"AC009228.1"	"antisense"
"2354"	"ENSG00000243147"	"MRPL33"	"protein_coding"
"2355"	"ENSG00000243244"	"STON1"	"protein_coding"
"2356"	"ENSG00000243491"	"AC082651.3"	"lincRNA"
"2357"	"ENSG00000243819"	"RN7SL832P"	"lincRNA"
"2358"	"ENSG00000243943"	"ZNF512"	"protein_coding"
"2359"	"ENSG00000250565"	"ATP6V1E2"	"protein_coding"
"2360"	"ENSG00000251775"	"RF01293"	"snoRNA"
"2361"	"ENSG00000257135"	"AC007249.2"	"lincRNA"
"2362"	"ENSG00000259439"	"LINC01833"	"lincRNA"
"2363"	"ENSG00000259865"	"AL390728.6"	"lincRNA"
"2364"	"ENSG00000260025"	"CRIM1-DT"	"lincRNA"
"2365"	"ENSG00000260077"	"AC104794.2"	"lincRNA"
"2366"	"ENSG00000260331"	"AC079148.1"	"lincRNA"
"2367"	"ENSG00000260698"	"AL591848.3"	"lincRNA"
"2368"	"ENSG00000260855"	"AL591848.4"	"lincRNA"
"2369"	"ENSG00000265452"	"MIR3682"	"miRNA"
"2370"	"ENSG00000269210"	"AC019171.1"	"antisense"
"2371"	"ENSG00000269973"	"AC010969.2"	"lincRNA"
"2372"	"ENSG00000269976"	"AC012065.3"	"lincRNA"
"2373"	"ENSG00000270210"	"AC104695.2"	"lincRNA"
"2374"	"ENSG00000270640"	"AC104695.3"	"sense_intronic"
"2375"	"ENSG00000270820"	"AC016727.1"	"antisense"
"2376"	"ENSG00000271228"	"AL121655.1"	"antisense"
"2377"	"ENSG00000271855"	"AC073195.1"	"lincRNA"
"2378"	"ENSG00000271868"	"AC114810.1"	"lincRNA"
"2379"	"ENSG00000271936"	"AC012073.1"	"antisense"
"2380"	"ENSG00000271947"	"AC017076.1"	"lincRNA"
"2381"	"ENSG00000271952"	"LINC01954"	"lincRNA"
"2382"	"ENSG00000272002"	"AC010904.2"	"lincRNA"
"2383"	"ENSG00000272054"	"AC007390.2"	"sense_intronic"
"2384"	"ENSG00000272056"	"AC013472.3"	"antisense"
"2385"	"ENSG00000272148"	"AC013403.2"	"antisense"
"2386"	"ENSG00000272156"	"AC008280.3"	"lincRNA"
"2387"	"ENSG00000272195"	"AL356512.1"	"antisense"
"2388"	"ENSG00000272275"	"AC092687.3"	"lincRNA"
"2389"	"ENSG00000272663"	"AC093635.1"	"lincRNA"
"2390"	"ENSG00000272716"	"AL121658.1"	"lincRNA"
"2391"	"ENSG00000273058"	"AL359921.2"	"antisense"
"2392"	"ENSG00000273175"	"BX323046.1"	"lincRNA"
"2393"	"ENSG00000273233"	"AC097724.1"	"lincRNA"
"2394"	"ENSG00000273302"	"AC016747.3"	"sense_intronic"
"2395"	"ENSG00000273367"	"AL355472.3"	"antisense"
"2396"	"ENSG00000273416"	"AL732292.2"	"lincRNA"
"2397"	"ENSG00000003137"	"CYP26B1"	"protein_coding"
"2398"	"ENSG00000005436"	"GCFC2"	"protein_coding"
"2399"	"ENSG00000005448"	"WDR54"	"protein_coding"
"2400"	"ENSG00000007001"	"UPP2"	"protein_coding"
"2401"	"ENSG00000011523"	"CEP68"	"protein_coding"
"2402"	"ENSG00000018607"	"ZNF806"	"unprocessed_pseudogene"
"2403"	"ENSG00000034510"	"TMSB10"	"protein_coding"
"2404"	"ENSG00000035141"	"FAM136A"	"protein_coding"
"2405"	"ENSG00000040933"	"INPP4A"	"protein_coding"
"2406"	"ENSG00000042445"	"RETSAT"	"protein_coding"
"2407"	"ENSG00000042493"	"CAPG"	"protein_coding"
"2408"	"ENSG00000048991"	"R3HDM1"	"protein_coding"
"2409"	"ENSG00000059728"	"MXD1"	"protein_coding"
"2410"	"ENSG00000065911"	"MTHFD2"	"protein_coding"
"2411"	"ENSG00000066032"	"CTNNA2"	"protein_coding"
"2412"	"ENSG00000068615"	"REEP1"	"protein_coding"
"2413"	"ENSG00000068654"	"POLR1A"	"protein_coding"
"2414"	"ENSG00000071051"	"NCK2"	"protein_coding"
"2415"	"ENSG00000071054"	"MAP4K4"	"protein_coding"
"2416"	"ENSG00000071073"	"MGAT4A"	"protein_coding"
"2417"	"ENSG00000071082"	"RPL31"	"protein_coding"
"2418"	"ENSG00000072135"	"PTPN18"	"protein_coding"
"2419"	"ENSG00000072163"	"LIMS2"	"protein_coding"
"2420"	"ENSG00000074047"	"GLI2"	"protein_coding"
"2421"	"ENSG00000074054"	"CLASP1"	"protein_coding"
"2422"	"ENSG00000075292"	"ZNF638"	"protein_coding"
"2423"	"ENSG00000075340"	"ADD2"	"protein_coding"
"2424"	"ENSG00000075568"	"TMEM131"	"protein_coding"
"2425"	"ENSG00000075884"	"ARHGAP15"	"protein_coding"
"2426"	"ENSG00000075886"	"TUBA3D"	"protein_coding"
"2427"	"ENSG00000076003"	"MCM6"	"protein_coding"
"2428"	"ENSG00000080293"	"SCTR"	"protein_coding"
"2429"	"ENSG00000080345"	"RIF1"	"protein_coding"
"2430"	"ENSG00000082258"	"CCNT2"	"protein_coding"
"2431"	"ENSG00000084090"	"STARD7"	"protein_coding"
"2432"	"ENSG00000087338"	"GMCL1"	"protein_coding"
"2433"	"ENSG00000088179"	"PTPN4"	"protein_coding"
"2434"	"ENSG00000088205"	"DDX18"	"protein_coding"
"2435"	"ENSG00000114956"	"DGUOK"	"protein_coding"
"2436"	"ENSG00000114978"	"MOB1A"	"protein_coding"
"2437"	"ENSG00000114982"	"KANSL3"	"protein_coding"
"2438"	"ENSG00000114988"	"LMAN2L"	"protein_coding"
"2439"	"ENSG00000114993"	"RTKN"	"protein_coding"
"2440"	"ENSG00000114999"	"TTL"	"protein_coding"
"2441"	"ENSG00000115041"	"KCNIP3"	"protein_coding"
"2442"	"ENSG00000115042"	"FAHD2A"	"protein_coding"
"2443"	"ENSG00000115073"	"ACTR1B"	"protein_coding"
"2444"	"ENSG00000115084"	"SLC35F5"	"protein_coding"
"2445"	"ENSG00000115085"	"ZAP70"	"protein_coding"
"2446"	"ENSG00000115091"	"ACTR3"	"protein_coding"
"2447"	"ENSG00000115107"	"STEAP3"	"protein_coding"
"2448"	"ENSG00000115109"	"EPB41L5"	"protein_coding"
"2449"	"ENSG00000115112"	"TFCP2L1"	"protein_coding"
"2450"	"ENSG00000115145"	"STAM2"	"protein_coding"
"2451"	"ENSG00000115159"	"GPD2"	"protein_coding"
"2452"	"ENSG00000115165"	"CYTIP"	"protein_coding"
"2453"	"ENSG00000115170"	"ACVR1"	"protein_coding"
"2454"	"ENSG00000115183"	"TANC1"	"protein_coding"
"2455"	"ENSG00000115274"	"INO80B"	"protein_coding"
"2456"	"ENSG00000115275"	"MOGS"	"protein_coding"
"2457"	"ENSG00000115282"	"TTC31"	"protein_coding"
"2458"	"ENSG00000115289"	"PCGF1"	"protein_coding"
"2459"	"ENSG00000115297"	"TLX2"	"protein_coding"
"2460"	"ENSG00000115307"	"AUP1"	"protein_coding"
"2461"	"ENSG00000115317"	"HTRA2"	"protein_coding"
"2462"	"ENSG00000115318"	"LOXL3"	"protein_coding"
"2463"	"ENSG00000115325"	"DOK1"	"protein_coding"
"2464"	"ENSG00000115350"	"POLE4"	"protein_coding"
"2465"	"ENSG00000115353"	"TACR1"	"protein_coding"
"2466"	"ENSG00000115364"	"MRPL19"	"protein_coding"
"2467"	"ENSG00000115423"	"DNAH6"	"protein_coding"
"2468"	"ENSG00000115446"	"UNC50"	"protein_coding"
"2469"	"ENSG00000115459"	"ELMOD3"	"protein_coding"
"2470"	"ENSG00000115486"	"GGCX"	"protein_coding"
"2471"	"ENSG00000115514"	"TXNDC9"	"protein_coding"
"2472"	"ENSG00000115523"	"GNLY"	"protein_coding"
"2473"	"ENSG00000115525"	"ST3GAL5"	"protein_coding"
"2474"	"ENSG00000115526"	"CHST10"	"protein_coding"
"2475"	"ENSG00000115539"	"PDCL3"	"protein_coding"
"2476"	"ENSG00000115548"	"KDM3A"	"protein_coding"
"2477"	"ENSG00000115561"	"CHMP3"	"protein_coding"
"2478"	"ENSG00000115593"	"SMYD1"	"protein_coding"
"2479"	"ENSG00000115594"	"IL1R1"	"protein_coding"
"2480"	"ENSG00000115598"	"IL1RL2"	"protein_coding"
"2481"	"ENSG00000115604"	"IL18R1"	"protein_coding"
"2482"	"ENSG00000115616"	"SLC9A2"	"protein_coding"
"2483"	"ENSG00000115641"	"FHL2"	"protein_coding"
"2484"	"ENSG00000115652"	"UXS1"	"protein_coding"
"2485"	"ENSG00000115718"	"PROC"	"protein_coding"
"2486"	"ENSG00000115762"	"PLEKHB2"	"protein_coding"
"2487"	"ENSG00000115839"	"RAB3GAP1"	"protein_coding"
"2488"	"ENSG00000115866"	"DARS"	"protein_coding"
"2489"	"ENSG00000115902"	"SLC1A4"	"protein_coding"
"2490"	"ENSG00000115919"	"KYNU"	"protein_coding"
"2491"	"ENSG00000115946"	"PNO1"	"protein_coding"
"2492"	"ENSG00000115947"	"ORC4"	"protein_coding"
"2493"	"ENSG00000115956"	"PLEK"	"protein_coding"
"2494"	"ENSG00000115963"	"RND3"	"protein_coding"
"2495"	"ENSG00000115977"	"AAK1"	"protein_coding"
"2496"	"ENSG00000115998"	"C2orf42"	"protein_coding"
"2497"	"ENSG00000116001"	"TIA1"	"protein_coding"
"2498"	"ENSG00000116005"	"PCYOX1"	"protein_coding"
"2499"	"ENSG00000116035"	"VAX2"	"protein_coding"
"2500"	"ENSG00000116096"	"SPR"	"protein_coding"
"2501"	"ENSG00000116127"	"ALMS1"	"protein_coding"
"2502"	"ENSG00000118640"	"VAMP8"	"protein_coding"
"2503"	"ENSG00000119147"	"C2orf40"	"protein_coding"
"2504"	"ENSG00000119844"	"AFTPH"	"protein_coding"
"2505"	"ENSG00000119862"	"LGALSL"	"protein_coding"
"2506"	"ENSG00000119865"	"CNRIP1"	"protein_coding"
"2507"	"ENSG00000121152"	"NCAPH"	"protein_coding"
"2508"	"ENSG00000121964"	"GTDC1"	"protein_coding"
"2509"	"ENSG00000121966"	"CXCR4"	"protein_coding"
"2510"	"ENSG00000121988"	"ZRANB3"	"protein_coding"
"2511"	"ENSG00000121989"	"ACVR2A"	"protein_coding"
"2512"	"ENSG00000123609"	"NMI"	"protein_coding"
"2513"	"ENSG00000123610"	"TNFAIP6"	"protein_coding"
"2514"	"ENSG00000123612"	"ACVR1C"	"protein_coding"
"2515"	"ENSG00000124356"	"STAMBP"	"protein_coding"
"2516"	"ENSG00000124357"	"NAGK"	"protein_coding"
"2517"	"ENSG00000124370"	"MCEE"	"protein_coding"
"2518"	"ENSG00000124374"	"PAIP2B"	"protein_coding"
"2519"	"ENSG00000124380"	"SNRNP27"	"protein_coding"
"2520"	"ENSG00000124383"	"MPHOSPH10"	"protein_coding"
"2521"	"ENSG00000125538"	"IL1B"	"protein_coding"
"2522"	"ENSG00000125611"	"CHCHD5"	"protein_coding"
"2523"	"ENSG00000125618"	"PAX8"	"protein_coding"
"2524"	"ENSG00000125629"	"INSIG2"	"protein_coding"
"2525"	"ENSG00000125630"	"POLR1B"	"protein_coding"
"2526"	"ENSG00000125633"	"CCDC93"	"protein_coding"
"2527"	"ENSG00000125637"	"PSD4"	"protein_coding"
"2528"	"ENSG00000132300"	"PTCD3"	"protein_coding"
"2529"	"ENSG00000132305"	"IMMT"	"protein_coding"
"2530"	"ENSG00000132313"	"MRPL35"	"protein_coding"
"2531"	"ENSG00000135617"	"PRADC1"	"protein_coding"
"2532"	"ENSG00000135622"	"SEMA4F"	"protein_coding"
"2533"	"ENSG00000135624"	"CCT7"	"protein_coding"
"2534"	"ENSG00000135625"	"EGR4"	"protein_coding"
"2535"	"ENSG00000135631"	"RAB11FIP5"	"protein_coding"
"2536"	"ENSG00000135632"	"SMYD5"	"protein_coding"
"2537"	"ENSG00000135636"	"DYSF"	"protein_coding"
"2538"	"ENSG00000135637"	"CCDC142"	"protein_coding"
"2539"	"ENSG00000135638"	"EMX1"	"protein_coding"
"2540"	"ENSG00000135940"	"COX5B"	"protein_coding"
"2541"	"ENSG00000135945"	"REV1"	"protein_coding"
"2542"	"ENSG00000135951"	"TSGA10"	"protein_coding"
"2543"	"ENSG00000135953"	"MFSD9"	"protein_coding"
"2544"	"ENSG00000135956"	"TMEM127"	"protein_coding"
"2545"	"ENSG00000135966"	"TGFBRAP1"	"protein_coding"
"2546"	"ENSG00000135968"	"GCC2"	"protein_coding"
"2547"	"ENSG00000135972"	"MRPS9"	"protein_coding"
"2548"	"ENSG00000135973"	"GPR45"	"protein_coding"
"2549"	"ENSG00000135974"	"C2orf49"	"protein_coding"
"2550"	"ENSG00000135976"	"ANKRD36"	"protein_coding"
"2551"	"ENSG00000135999"	"EPC2"	"protein_coding"
"2552"	"ENSG00000136002"	"ARHGEF4"	"protein_coding"
"2553"	"ENSG00000136541"	"ERMN"	"protein_coding"
"2554"	"ENSG00000136682"	"CBWD2"	"protein_coding"
"2555"	"ENSG00000136689"	"IL1RN"	"protein_coding"
"2556"	"ENSG00000136699"	"SMPD4"	"protein_coding"
"2557"	"ENSG00000136709"	"WDR33"	"protein_coding"
"2558"	"ENSG00000136710"	"CCDC115"	"protein_coding"
"2559"	"ENSG00000136715"	"SAP130"	"protein_coding"
"2560"	"ENSG00000136717"	"BIN1"	"protein_coding"
"2561"	"ENSG00000136718"	"IMP4"	"protein_coding"
"2562"	"ENSG00000136720"	"HS6ST1"	"protein_coding"
"2563"	"ENSG00000136731"	"UGGT1"	"protein_coding"
"2564"	"ENSG00000136732"	"GYPC"	"protein_coding"
"2565"	"ENSG00000138069"	"RAB1A"	"protein_coding"
"2566"	"ENSG00000138071"	"ACTR2"	"protein_coding"
"2567"	"ENSG00000143429"	"LSP1P4"	"transcribed_unprocessed_pseudogene"
"2568"	"ENSG00000143971"	"ETAA1"	"protein_coding"
"2569"	"ENSG00000143977"	"SNRPG"	"protein_coding"
"2570"	"ENSG00000143995"	"MEIS1"	"protein_coding"
"2571"	"ENSG00000144021"	"CIAO1"	"protein_coding"
"2572"	"ENSG00000144026"	"ZNF514"	"protein_coding"
"2573"	"ENSG00000144028"	"SNRNP200"	"protein_coding"
"2574"	"ENSG00000144029"	"MRPS5"	"protein_coding"
"2575"	"ENSG00000144031"	"ANKRD53"	"protein_coding"
"2576"	"ENSG00000144034"	"TPRKB"	"protein_coding"
"2577"	"ENSG00000144036"	"EXOC6B"	"protein_coding"
"2578"	"ENSG00000144040"	"SFXN5"	"protein_coding"
"2579"	"ENSG00000144043"	"TEX261"	"protein_coding"
"2580"	"ENSG00000144045"	"DQX1"	"protein_coding"
"2581"	"ENSG00000144048"	"DUSP11"	"protein_coding"
"2582"	"ENSG00000144057"	"ST6GAL2"	"protein_coding"
"2583"	"ENSG00000144061"	"NPHP1"	"protein_coding"
"2584"	"ENSG00000144115"	"THNSL2"	"protein_coding"
"2585"	"ENSG00000144118"	"RALB"	"protein_coding"
"2586"	"ENSG00000144119"	"C1QL2"	"protein_coding"
"2587"	"ENSG00000144120"	"TMEM177"	"protein_coding"
"2588"	"ENSG00000144134"	"RABL2A"	"protein_coding"
"2589"	"ENSG00000144136"	"SLC20A1"	"protein_coding"
"2590"	"ENSG00000144152"	"FBLN7"	"protein_coding"
"2591"	"ENSG00000144161"	"ZC3H8"	"protein_coding"
"2592"	"ENSG00000144182"	"LIPT1"	"protein_coding"
"2593"	"ENSG00000144191"	"CNGA3"	"protein_coding"
"2594"	"ENSG00000144199"	"FAHD2B"	"protein_coding"
"2595"	"ENSG00000144214"	"LYG1"	"protein_coding"
"2596"	"ENSG00000144218"	"AFF3"	"protein_coding"
"2597"	"ENSG00000144224"	"UBXN4"	"protein_coding"
"2598"	"ENSG00000144227"	"NXPH2"	"protein_coding"
"2599"	"ENSG00000144228"	"SPOPL"	"protein_coding"
"2600"	"ENSG00000144229"	"THSD7B"	"protein_coding"
"2601"	"ENSG00000144230"	"GPR17"	"protein_coding"
"2602"	"ENSG00000144231"	"POLR2D"	"protein_coding"
"2603"	"ENSG00000144233"	"AMMECR1L"	"protein_coding"
"2604"	"ENSG00000144278"	"GALNT13"	"protein_coding"
"2605"	"ENSG00000144283"	"PKP4"	"protein_coding"
"2606"	"ENSG00000146556"	"WASH2P"	"transcribed_unprocessed_pseudogene"
"2607"	"ENSG00000150540"	"HNMT"	"protein_coding"
"2608"	"ENSG00000150551"	"LYPD1"	"protein_coding"
"2609"	"ENSG00000150556"	"LYPD6B"	"protein_coding"
"2610"	"ENSG00000152076"	"CCDC74B"	"protein_coding"
"2611"	"ENSG00000152082"	"MZT2B"	"protein_coding"
"2612"	"ENSG00000152102"	"FAM168B"	"protein_coding"
"2613"	"ENSG00000152117"	"AC073869.1"	"transcribed_processed_pseudogene"
"2614"	"ENSG00000152127"	"MGAT5"	"protein_coding"
"2615"	"ENSG00000152128"	"TMEM163"	"protein_coding"
"2616"	"ENSG00000152284"	"TCF7L1"	"protein_coding"
"2617"	"ENSG00000152291"	"TGOLN2"	"protein_coding"
"2618"	"ENSG00000152292"	"SH2D6"	"protein_coding"
"2619"	"ENSG00000153094"	"BCL2L11"	"protein_coding"
"2620"	"ENSG00000153107"	"ANAPC1"	"protein_coding"
"2621"	"ENSG00000153165"	"RGPD3"	"protein_coding"
"2622"	"ENSG00000153201"	"RANBP2"	"protein_coding"
"2623"	"ENSG00000153208"	"MERTK"	"protein_coding"
"2624"	"ENSG00000153214"	"TMEM87B"	"protein_coding"
"2625"	"ENSG00000153234"	"NR4A2"	"protein_coding"
"2626"	"ENSG00000153237"	"CCDC148"	"protein_coding"
"2627"	"ENSG00000153561"	"RMND5A"	"protein_coding"
"2628"	"ENSG00000153563"	"CD8A"	"protein_coding"
"2629"	"ENSG00000153574"	"RPIA"	"protein_coding"
"2630"	"ENSG00000155052"	"CNTNAP5"	"protein_coding"
"2631"	"ENSG00000155066"	"PROM2"	"protein_coding"
"2632"	"ENSG00000155368"	"DBI"	"protein_coding"
"2633"	"ENSG00000155438"	"NIFK"	"protein_coding"
"2634"	"ENSG00000157827"	"FMNL2"	"protein_coding"
"2635"	"ENSG00000158050"	"DUSP2"	"protein_coding"
"2636"	"ENSG00000158158"	"CNNM4"	"protein_coding"
"2637"	"ENSG00000158411"	"MITD1"	"protein_coding"
"2638"	"ENSG00000158417"	"EIF5B"	"protein_coding"
"2639"	"ENSG00000158435"	"CNOT11"	"protein_coding"
"2640"	"ENSG00000159239"	"AC005041.1"	"protein_coding"
"2641"	"ENSG00000159374"	"M1AP"	"protein_coding"
"2642"	"ENSG00000159399"	"HK2"	"protein_coding"
"2643"	"ENSG00000162951"	"LRRTM1"	"protein_coding"
"2644"	"ENSG00000162980"	"ARL5A"	"protein_coding"
"2645"	"ENSG00000162989"	"KCNJ3"	"protein_coding"
"2646"	"ENSG00000163006"	"CCDC138"	"protein_coding"
"2647"	"ENSG00000163013"	"FBXO41"	"protein_coding"
"2648"	"ENSG00000163016"	"ALMS1P1"	"transcribed_unprocessed_pseudogene"
"2649"	"ENSG00000163017"	"ACTG2"	"protein_coding"
"2650"	"ENSG00000163040"	"CCDC74A"	"protein_coding"
"2651"	"ENSG00000163046"	"ANKRD30BL"	"protein_coding"
"2652"	"ENSG00000163075"	"CFAP221"	"protein_coding"
"2653"	"ENSG00000163083"	"INHBB"	"protein_coding"
"2654"	"ENSG00000163121"	"NEURL3"	"protein_coding"
"2655"	"ENSG00000163126"	"ANKRD23"	"protein_coding"
"2656"	"ENSG00000163161"	"ERCC3"	"protein_coding"
"2657"	"ENSG00000163162"	"RNF149"	"protein_coding"
"2658"	"ENSG00000163166"	"IWS1"	"protein_coding"
"2659"	"ENSG00000163170"	"BOLA3"	"protein_coding"
"2660"	"ENSG00000163219"	"ARHGAP25"	"protein_coding"
"2661"	"ENSG00000163235"	"TGFA"	"protein_coding"
"2662"	"ENSG00000163331"	"DAPL1"	"protein_coding"
"2663"	"ENSG00000163541"	"SUCLG1"	"protein_coding"
"2664"	"ENSG00000163586"	"FABP1"	"protein_coding"
"2665"	"ENSG00000168280"	"KIF5C"	"protein_coding"
"2666"	"ENSG00000168288"	"MMADHC"	"protein_coding"
"2667"	"ENSG00000168702"	"LRP1B"	"protein_coding"
"2668"	"ENSG00000168754"	"FAM178B"	"protein_coding"
"2669"	"ENSG00000168758"	"SEMA4C"	"protein_coding"
"2670"	"ENSG00000168763"	"CNNM3"	"protein_coding"
"2671"	"ENSG00000168874"	"ATOH8"	"protein_coding"
"2672"	"ENSG00000168883"	"USP39"	"protein_coding"
"2673"	"ENSG00000168887"	"C2orf68"	"protein_coding"
"2674"	"ENSG00000168890"	"TMEM150A"	"protein_coding"
"2675"	"ENSG00000168894"	"RNF181"	"protein_coding"
"2676"	"ENSG00000168899"	"VAMP5"	"protein_coding"
"2677"	"ENSG00000168906"	"MAT2A"	"protein_coding"
"2678"	"ENSG00000168992"	"OR7E102P"	"unprocessed_pseudogene"
"2679"	"ENSG00000169554"	"ZEB2"	"protein_coding"
