"ensembl_gene_id"	"external_gene_name"	"gene_biotype"
"2557"	"ENSG00000144224"	"UBXN4"	"protein_coding"
"2558"	"ENSG00000144228"	"SPOPL"	"protein_coding"
"2559"	"ENSG00000144230"	"GPR17"	"protein_coding"
"2560"	"ENSG00000144231"	"POLR2D"	"protein_coding"
"2561"	"ENSG00000144233"	"AMMECR1L"	"protein_coding"
"2562"	"ENSG00000146556"	"WASH2P"	"transcribed_unprocessed_pseudogene"
"2563"	"ENSG00000150540"	"HNMT"	"protein_coding"
"2564"	"ENSG00000150551"	"LYPD1"	"protein_coding"
"2565"	"ENSG00000152076"	"CCDC74B"	"protein_coding"
"2566"	"ENSG00000152082"	"MZT2B"	"protein_coding"
"2567"	"ENSG00000152102"	"FAM168B"	"protein_coding"
"2568"	"ENSG00000152117"	"AC073869.1"	"transcribed_processed_pseudogene"
"2569"	"ENSG00000152127"	"MGAT5"	"protein_coding"
"2570"	"ENSG00000152128"	"TMEM163"	"protein_coding"
"2571"	"ENSG00000152284"	"TCF7L1"	"protein_coding"
"2572"	"ENSG00000152291"	"TGOLN2"	"protein_coding"
"2573"	"ENSG00000152292"	"SH2D6"	"protein_coding"
"2574"	"ENSG00000152672"	"CLEC4F"	"protein_coding"
"2575"	"ENSG00000153094"	"BCL2L11"	"protein_coding"
"2576"	"ENSG00000153107"	"ANAPC1"	"protein_coding"
"2577"	"ENSG00000153201"	"RANBP2"	"protein_coding"
"2578"	"ENSG00000153208"	"MERTK"	"protein_coding"
"2579"	"ENSG00000153214"	"TMEM87B"	"protein_coding"
"2580"	"ENSG00000153561"	"RMND5A"	"protein_coding"
"2581"	"ENSG00000153563"	"CD8A"	"protein_coding"
"2582"	"ENSG00000153574"	"RPIA"	"protein_coding"
"2583"	"ENSG00000155066"	"PROM2"	"protein_coding"
"2584"	"ENSG00000155368"	"DBI"	"protein_coding"
"2585"	"ENSG00000155438"	"NIFK"	"protein_coding"
"2586"	"ENSG00000158050"	"DUSP2"	"protein_coding"
"2587"	"ENSG00000158158"	"CNNM4"	"protein_coding"
"2588"	"ENSG00000158411"	"MITD1"	"protein_coding"
"2589"	"ENSG00000158417"	"EIF5B"	"protein_coding"
"2590"	"ENSG00000158435"	"CNOT11"	"protein_coding"
"2591"	"ENSG00000159239"	"AC005041.1"	"protein_coding"
"2592"	"ENSG00000159374"	"M1AP"	"protein_coding"
"2593"	"ENSG00000159399"	"HK2"	"protein_coding"
"2594"	"ENSG00000162951"	"LRRTM1"	"protein_coding"
"2595"	"ENSG00000163006"	"CCDC138"	"protein_coding"
"2596"	"ENSG00000163013"	"FBXO41"	"protein_coding"
"2597"	"ENSG00000163016"	"ALMS1P1"	"transcribed_unprocessed_pseudogene"
"2598"	"ENSG00000163017"	"ACTG2"	"protein_coding"
"2599"	"ENSG00000163040"	"CCDC74A"	"protein_coding"
"2600"	"ENSG00000163083"	"INHBB"	"protein_coding"
"2601"	"ENSG00000163126"	"ANKRD23"	"protein_coding"
"2602"	"ENSG00000163161"	"ERCC3"	"protein_coding"
"2603"	"ENSG00000163162"	"RNF149"	"protein_coding"
"2604"	"ENSG00000163166"	"IWS1"	"protein_coding"
"2605"	"ENSG00000163170"	"BOLA3"	"protein_coding"
"2606"	"ENSG00000163219"	"ARHGAP25"	"protein_coding"
"2607"	"ENSG00000163235"	"TGFA"	"protein_coding"
"2608"	"ENSG00000163541"	"SUCLG1"	"protein_coding"
"2609"	"ENSG00000163586"	"FABP1"	"protein_coding"
"2610"	"ENSG00000168754"	"FAM178B"	"protein_coding"
"2611"	"ENSG00000168758"	"SEMA4C"	"protein_coding"
"2612"	"ENSG00000168763"	"CNNM3"	"protein_coding"
"2613"	"ENSG00000168874"	"ATOH8"	"protein_coding"
"2614"	"ENSG00000168883"	"USP39"	"protein_coding"
"2615"	"ENSG00000168887"	"C2orf68"	"protein_coding"
"2616"	"ENSG00000168890"	"TMEM150A"	"protein_coding"
"2617"	"ENSG00000168894"	"RNF181"	"protein_coding"
"2618"	"ENSG00000168899"	"VAMP5"	"protein_coding"
"2619"	"ENSG00000168906"	"MAT2A"	"protein_coding"
"2620"	"ENSG00000169554"	"ZEB2"	"protein_coding"
"2621"	"ENSG00000169564"	"PCBP1"	"protein_coding"
"2622"	"ENSG00000169599"	"NFU1"	"protein_coding"
"2623"	"ENSG00000169604"	"ANTXR1"	"protein_coding"
"2624"	"ENSG00000169607"	"CKAP2L"	"protein_coding"
"2625"	"ENSG00000169621"	"APLF"	"protein_coding"
"2626"	"ENSG00000169629"	"RGPD8"	"protein_coding"
"2627"	"ENSG00000169679"	"BUB1"	"protein_coding"
"2628"	"ENSG00000169756"	"LIMS1"	"protein_coding"
"2629"	"ENSG00000169764"	"UGP2"	"protein_coding"
"2630"	"ENSG00000169967"	"MAP3K2"	"protein_coding"
"2631"	"ENSG00000169994"	"MYO7B"	"protein_coding"
"2632"	"ENSG00000170264"	"FAM161A"	"protein_coding"
"2633"	"ENSG00000170340"	"B3GNT2"	"protein_coding"
"2634"	"ENSG00000170417"	"TMEM182"	"protein_coding"
"2635"	"ENSG00000170485"	"NPAS2"	"protein_coding"
"2636"	"ENSG00000170500"	"LONRF2"	"protein_coding"
"2637"	"ENSG00000171227"	"TMEM37"	"protein_coding"
"2638"	"ENSG00000172005"	"MAL"	"protein_coding"
"2639"	"ENSG00000172023"	"REG1B"	"protein_coding"
"2640"	"ENSG00000172071"	"EIF2AK3"	"protein_coding"
"2641"	"ENSG00000172086"	"KRCC1"	"protein_coding"
"2642"	"ENSG00000172116"	"CD8B"	"protein_coding"
"2643"	"ENSG00000172965"	"MIR4435-2HG"	"lincRNA"
"2644"	"ENSG00000172974"	"AC007318.1"	"processed_pseudogene"
"2645"	"ENSG00000172985"	"SH3RF3"	"protein_coding"
"2646"	"ENSG00000173163"	"COMMD1"	"protein_coding"
"2647"	"ENSG00000173272"	"MZT2A"	"protein_coding"
"2648"	"ENSG00000174501"	"ANKRD36C"	"protein_coding"
"2649"	"ENSG00000175497"	"DPP10"	"protein_coding"
"2650"	"ENSG00000175509"	"AL078621.2"	"processed_pseudogene"
"2651"	"ENSG00000175701"	"MTLN"	"protein_coding"
"2652"	"ENSG00000175772"	"LINC01106"	"lincRNA"
"2653"	"ENSG00000176407"	"KCMF1"	"protein_coding"
"2654"	"ENSG00000176771"	"NCKAP5"	"protein_coding"
"2655"	"ENSG00000178162"	"FAR2P2"	"transcribed_unprocessed_pseudogene"
"2656"	"ENSG00000179528"	"LBX2"	"protein_coding"
"2657"	"ENSG00000179818"	"PCBP1-AS1"	"processed_transcript"
"2658"	"ENSG00000179833"	"SERTAD2"	"protein_coding"
"2659"	"ENSG00000183281"	"PLGLB1"	"protein_coding"
"2660"	"ENSG00000183513"	"COA5"	"protein_coding"
"2661"	"ENSG00000183840"	"GPR39"	"protein_coding"
"2662"	"ENSG00000186132"	"C2orf76"	"protein_coding"
"2663"	"ENSG00000186281"	"GPAT2"	"protein_coding"
"2664"	"ENSG00000186522"	"SEPT10"	"protein_coding"
"2665"	"ENSG00000186684"	"CYP27C1"	"protein_coding"
"2666"	"ENSG00000186854"	"TRABD2A"	"protein_coding"
"2667"	"ENSG00000186889"	"TMEM17"	"protein_coding"
"2668"	"ENSG00000187605"	"TET3"	"protein_coding"
"2669"	"ENSG00000188177"	"ZC3H6"	"protein_coding"
"2670"	"ENSG00000188687"	"SLC4A5"	"protein_coding"
"2671"	"ENSG00000189223"	"PAX8-AS1"	"processed_transcript"
"2672"	"ENSG00000196843"	"ARID5A"	"protein_coding"
"2673"	"ENSG00000196872"	"KIAA1211L"	"protein_coding"
"2674"	"ENSG00000196912"	"ANKRD36B"	"protein_coding"
"2675"	"ENSG00000196975"	"ANXA4"	"protein_coding"
"2676"	"ENSG00000197223"	"C1D"	"protein_coding"
"2677"	"ENSG00000197329"	"PELI1"	"protein_coding"
"2678"	"ENSG00000197927"	"C2orf27A"	"transcribed_unprocessed_pseudogene"
"2679"	"ENSG00000198075"	"SULT1C4"	"protein_coding"
"2680"	"ENSG00000198142"	"SOWAHC"	"protein_coding"
"2681"	"ENSG00000198369"	"SPRED2"	"protein_coding"
"2682"	"ENSG00000198380"	"GFPT1"	"protein_coding"
"2683"	"ENSG00000198885"	"ITPRIPL1"	"protein_coding"
"2684"	"ENSG00000198914"	"POU3F3"	"protein_coding"
"2685"	"ENSG00000204406"	"MBD5"	"protein_coding"
"2686"	"ENSG00000204588"	"LINC01123"	"lincRNA"
"2687"	"ENSG00000204634"	"TBC1D8"	"protein_coding"
"2688"	"ENSG00000204685"	"STARD7-AS1"	"processed_transcript"
"2689"	"ENSG00000204745"	"AC083899.1"	"unprocessed_pseudogene"
"2690"	"ENSG00000204822"	"MRPL53"	"protein_coding"
"2691"	"ENSG00000204843"	"DCTN1"	"protein_coding"
"2692"	"ENSG00000204872"	"NAT8B"	"polymorphic_pseudogene"
"2693"	"ENSG00000204923"	"FBXO48"	"protein_coding"
"2694"	"ENSG00000208772"	"SNORD94"	"snoRNA"
"2695"	"ENSG00000211460"	"TSN"	"protein_coding"
"2696"	"ENSG00000211593"	"IGKJ5"	"IG_J_gene"
"2697"	"ENSG00000211594"	"IGKJ4"	"IG_J_gene"
"2698"	"ENSG00000211595"	"IGKJ3"	"IG_J_gene"
"2699"	"ENSG00000211598"	"IGKV4-1"	"IG_V_gene"
"2700"	"ENSG00000211611"	"IGKV6-21"	"IG_V_gene"
"2701"	"ENSG00000211625"	"IGKV3D-20"	"IG_V_gene"
"2702"	"ENSG00000211632"	"IGKV3D-11"	"IG_V_gene"
"2703"	"ENSG00000212283"	"SNORD89"	"snoRNA"
"2704"	"ENSG00000213222"	"AC093724.1"	"processed_pseudogene"
"2705"	"ENSG00000213225"	"NOC2LP1"	"transcribed_processed_pseudogene"
"2706"	"ENSG00000213337"	"ANKRD39"	"protein_coding"
"2707"	"ENSG00000214100"	"PLAC9P1"	"transcribed_unprocessed_pseudogene"
"2708"	"ENSG00000214184"	"GCC2-AS1"	"antisense"
"2709"	"ENSG00000214199"	"EEF1A1P12"	"processed_pseudogene"
"2710"	"ENSG00000221823"	"PPP3R1"	"protein_coding"
"2711"	"ENSG00000222041"	"CYTOR"	"lincRNA"
"2712"	"ENSG00000223935"	"LGALSL-DT"	"bidirectional_promoter_lncRNA"
"2713"	"ENSG00000223947"	"AC016738.1"	"antisense"
"2714"	"ENSG00000224041"	"IGKV3D-15"	"IG_V_gene"
"2715"	"ENSG00000224043"	"CCNT2-AS1"	"antisense"
"2716"	"ENSG00000224607"	"IGKV1D-27"	"IG_V_pseudogene"
"2717"	"ENSG00000224646"	"AC007387.1"	"processed_pseudogene"
"2718"	"ENSG00000225398"	"PGM5P4"	"unprocessed_pseudogene"
"2719"	"ENSG00000225439"	"BOLA3-AS1"	"antisense"
"2720"	"ENSG00000225523"	"IGKV6D-21"	"IG_V_gene"
"2721"	"ENSG00000225889"	"AC012368.1"	"antisense"
"2722"	"ENSG00000226479"	"TMEM185B"	"protein_coding"
"2723"	"ENSG00000226791"	"LINC02611"	"lincRNA"
"2724"	"ENSG00000227359"	"AC017074.1"	"lincRNA"
"2725"	"ENSG00000228043"	"AC114763.1"	"lincRNA"
"2726"	"ENSG00000228251"	"AC012442.1"	"lincRNA"
"2727"	"ENSG00000228305"	"AC016734.1"	"processed_pseudogene"
"2728"	"ENSG00000228363"	"AC015971.1"	"antisense"
"2729"	"ENSG00000228486"	"C2orf92"	"protein_coding"
"2730"	"ENSG00000228763"	"LIMS1-AS1"	"antisense"
"2731"	"ENSG00000228857"	"AC104653.1"	"lincRNA"
"2732"	"ENSG00000229604"	"MTATP8P2"	"processed_pseudogene"
"2733"	"ENSG00000229689"	"AC009237.3"	"transcribed_unprocessed_pseudogene"
"2734"	"ENSG00000229867"	"STEAP3-AS1"	"antisense"
"2735"	"ENSG00000230002"	"ALMS1-IT1"	"sense_intronic"
"2736"	"ENSG00000230006"	"ANKRD36BP2"	"transcribed_unprocessed_pseudogene"
"2737"	"ENSG00000230596"	"GPAA1P2"	"transcribed_processed_pseudogene"
"2738"	"ENSG00000230606"	"AC092683.1"	"lincRNA"
"2739"	"ENSG00000230747"	"AC021188.1"	"antisense"
"2740"	"ENSG00000231062"	"AC103563.2"	"antisense"
"2741"	"ENSG00000231259"	"AC125232.1"	"unprocessed_pseudogene"
"2742"	"ENSG00000231327"	"LINC01816"	"lincRNA"
"2743"	"ENSG00000231584"	"FAHD2CP"	"transcribed_unprocessed_pseudogene"
"2744"	"ENSG00000231609"	"AC007098.1"	"antisense"
"2745"	"ENSG00000231731"	"AC010976.1"	"antisense"
"2746"	"ENSG00000231747"	"AC079922.1"	"processed_pseudogene"
"2747"	"ENSG00000231822"	"AC019097.1"	"processed_pseudogene"
"2748"	"ENSG00000232931"	"LINC00342"	"lincRNA"
"2749"	"ENSG00000233087"	"RAB6D"	"protein_coding"
"2750"	"ENSG00000233639"	"PANTR1"	"processed_transcript"
"2751"	"ENSG00000233757"	"AC092835.1"	"protein_coding"
"2752"	"ENSG00000234028"	"EIF2AK3-DT"	"antisense"
"2753"	"ENSG00000234231"	"AC093616.1"	"transcribed_unprocessed_pseudogene"
"2754"	"ENSG00000234389"	"AC007278.1"	"sense_intronic"
"2755"	"ENSG00000235026"	"DPP10-AS1"	"antisense"
"2756"	"ENSG00000235499"	"AC073046.1"	"lincRNA"
"2757"	"ENSG00000236255"	"AC009404.1"	"lincRNA"
"2758"	"ENSG00000236397"	"DDX11L2"	"unprocessed_pseudogene"
"2759"	"ENSG00000236431"	"AC009237.8"	"processed_pseudogene"
"2760"	"ENSG00000236498"	"AC107081.2"	"antisense"
"2761"	"ENSG00000236859"	"NIFK-AS1"	"antisense"
"2762"	"ENSG00000236878"	"MTATP6P26"	"processed_pseudogene"
"2763"	"ENSG00000237179"	"LINC01797"	"lincRNA"
"2764"	"ENSG00000237753"	"AC079922.2"	"lincRNA"
"2765"	"ENSG00000237883"	"DGUOK-AS1"	"antisense"
"2766"	"ENSG00000237916"	"AC011753.4"	"processed_pseudogene"
"2767"	"ENSG00000238057"	"ZEB2-AS1"	"antisense"
"2768"	"ENSG00000238273"	"AC108058.1"	"antisense"
"2769"	"ENSG00000239305"	"RNF103"	"protein_coding"
"2770"	"ENSG00000239571"	"IGKV2D-30"	"IG_V_gene"
"2771"	"ENSG00000239779"	"WBP1"	"protein_coding"
"2772"	"ENSG00000239819"	"IGKV1D-8"	"IG_V_gene"
"2773"	"ENSG00000239855"	"IGKV1-6"	"IG_V_gene"
"2774"	"ENSG00000239951"	"IGKV3-20"	"IG_V_gene"
"2775"	"ENSG00000239975"	"IGKV1D-33"	"IG_V_gene"
"2776"	"ENSG00000240350"	"AC017002.3"	"lincRNA"
"2777"	"ENSG00000240356"	"RPL23AP7"	"transcribed_processed_pseudogene"
"2778"	"ENSG00000240382"	"IGKV1-17"	"IG_V_gene"
"2779"	"ENSG00000240671"	"IGKV1-8"	"IG_V_gene"
"2780"	"ENSG00000240864"	"IGKV1-16"	"IG_V_gene"
"2781"	"ENSG00000241244"	"IGKV1D-16"	"IG_V_gene"
"2782"	"ENSG00000241294"	"IGKV2-24"	"IG_V_gene"
"2783"	"ENSG00000241351"	"IGKV3-11"	"IG_V_gene"
"2784"	"ENSG00000241566"	"IGKV2D-24"	"IG_V_gene"
"2785"	"ENSG00000241755"	"IGKV1-9"	"IG_V_gene"
"2786"	"ENSG00000241962"	"AC079447.1"	"protein_coding"
"2787"	"ENSG00000242076"	"IGKV1-33"	"IG_V_gene"
"2788"	"ENSG00000242371"	"IGKV1-39"	"IG_V_gene"
"2789"	"ENSG00000242534"	"IGKV2D-28"	"IG_V_gene"
"2790"	"ENSG00000243063"	"IGKV3-7"	"IG_V_gene"
"2791"	"ENSG00000243238"	"IGKV2-30"	"IG_V_gene"
"2792"	"ENSG00000243264"	"IGKV2D-29"	"IG_V_gene"
"2793"	"ENSG00000243290"	"IGKV1-12"	"IG_V_gene"
"2794"	"ENSG00000243389"	"AC012442.2"	"3prime_overlapping_ncRNA"
"2795"	"ENSG00000243466"	"IGKV1-5"	"IG_V_gene"
"2796"	"ENSG00000243667"	"WDR92"	"protein_coding"
"2797"	"ENSG00000244116"	"IGKV2-28"	"IG_V_gene"
"2798"	"ENSG00000244437"	"IGKV3-15"	"IG_V_gene"
"2799"	"ENSG00000244575"	"IGKV1-27"	"IG_V_gene"
"2800"	"ENSG00000244617"	"ASPRV1"	"protein_coding"
"2801"	"ENSG00000246575"	"AC093162.2"	"unprocessed_pseudogene"
"2802"	"ENSG00000251039"	"IGKV2D-40"	"IG_V_gene"
"2803"	"ENSG00000251546"	"IGKV1D-39"	"IG_V_gene"
"2804"	"ENSG00000251775"	"RF01293"	"snoRNA"
"2805"	"ENSG00000253497"	"IGKV1-13"	"IG_V_pseudogene"
"2806"	"ENSG00000253998"	"IGKV2-29"	"IG_V_pseudogene"
"2807"	"ENSG00000257702"	"LBX2-AS1"	"antisense"
"2808"	"ENSG00000257800"	"FNBP1P1"	"processed_pseudogene"
"2809"	"ENSG00000259863"	"SH3RF3-AS1"	"lincRNA"
"2810"	"ENSG00000260101"	"AC008074.2"	"lincRNA"
"2811"	"ENSG00000261600"	"AC233266.2"	"lincRNA"
"2812"	"ENSG00000264229"	"RNU4ATAC"	"snRNA"
"2813"	"ENSG00000265451"	"AC012447.1"	"antisense"
"2814"	"ENSG00000270019"	"AC110769.2"	"lincRNA"
"2815"	"ENSG00000270532"	"PEBP1P2"	"processed_pseudogene"
"2816"	"ENSG00000270571"	"AC007681.1"	"antisense"
"2817"	"ENSG00000270696"	"AC005034.3"	"antisense"
"2818"	"ENSG00000271452"	"AC005034.5"	"sense_intronic"
"2819"	"ENSG00000272183"	"AC005041.3"	"antisense"
"2820"	"ENSG00000272667"	"AC012306.2"	"lincRNA"
"2821"	"ENSG00000272702"	"AC010913.1"	"processed_transcript"
"2822"	"ENSG00000272711"	"AC019069.1"	"lincRNA"
"2823"	"ENSG00000272735"	"AC007881.3"	"lincRNA"
"2824"	"ENSG00000272769"	"AC097532.2"	"lincRNA"
"2825"	"ENSG00000272789"	"AC010976.2"	"antisense"
"2826"	"ENSG00000272861"	"AC012360.2"	"lincRNA"
"2827"	"ENSG00000272902"	"TBC1D8-AS1"	"lincRNA"
"2828"	"ENSG00000272913"	"AC009237.14"	"lincRNA"
"2829"	"ENSG00000272994"	"AC012360.3"	"lincRNA"
"2830"	"ENSG00000273045"	"C2orf15"	"protein_coding"
"2831"	"ENSG00000273064"	"AC017083.1"	"antisense"
"2832"	"ENSG00000273080"	"AC009309.1"	"antisense"
"2833"	"ENSG00000273245"	"AC092653.1"	"lincRNA"
"2834"	"ENSG00000273265"	"CNNM3-DT"	"lincRNA"
"2835"	"ENSG00000273305"	"AC009237.15"	"lincRNA"
"2836"	"ENSG00000273306"	"AC018690.1"	"antisense"
"2837"	"ENSG00000273445"	"AC133644.2"	"antisense"
"2838"	"ENSG00000003393"	"ALS2"	"protein_coding"
"2839"	"ENSG00000003400"	"CASP10"	"protein_coding"
"2840"	"ENSG00000003402"	"CFLAR"	"protein_coding"
"2841"	"ENSG00000003436"	"TFPI"	"protein_coding"
"2842"	"ENSG00000013441"	"CLK1"	"protein_coding"
"2843"	"ENSG00000018280"	"SLC11A1"	"protein_coding"
"2844"	"ENSG00000018510"	"AGPS"	"protein_coding"
"2845"	"ENSG00000021826"	"CPS1"	"protein_coding"
"2846"	"ENSG00000023228"	"NDUFS1"	"protein_coding"
"2847"	"ENSG00000030419"	"IKZF2"	"protein_coding"
"2848"	"ENSG00000036257"	"CUL3"	"protein_coding"
"2849"	"ENSG00000054219"	"LY75"	"protein_coding"
"2850"	"ENSG00000054356"	"PTPRN"	"protein_coding"
"2851"	"ENSG00000055044"	"NOP58"	"protein_coding"
"2852"	"ENSG00000061676"	"NCKAP1"	"protein_coding"
"2853"	"ENSG00000064012"	"CASP8"	"protein_coding"
"2854"	"ENSG00000064933"	"PMS1"	"protein_coding"
"2855"	"ENSG00000064989"	"CALCRL"	"protein_coding"
"2856"	"ENSG00000065413"	"ANKRD44"	"protein_coding"
"2857"	"ENSG00000065548"	"ZC3H15"	"protein_coding"
"2858"	"ENSG00000065802"	"ASB1"	"protein_coding"
"2859"	"ENSG00000066248"	"NGEF"	"protein_coding"
"2860"	"ENSG00000067066"	"SP100"	"protein_coding"
"2861"	"ENSG00000071967"	"CYBRD1"	"protein_coding"
"2862"	"ENSG00000072195"	"SPEG"	"protein_coding"
"2863"	"ENSG00000073737"	"DHRS9"	"protein_coding"
"2864"	"ENSG00000074582"	"BCS1L"	"protein_coding"
"2865"	"ENSG00000077044"	"DGKD"	"protein_coding"
"2866"	"ENSG00000077232"	"DNAJC10"	"protein_coding"
"2867"	"ENSG00000077380"	"DYNC1I2"	"protein_coding"
"2868"	"ENSG00000078018"	"MAP2"	"protein_coding"
"2869"	"ENSG00000078098"	"FAP"	"protein_coding"
"2870"	"ENSG00000079150"	"FKBP7"	"protein_coding"
"2871"	"ENSG00000079156"	"OSBPL6"	"protein_coding"
"2872"	"ENSG00000079246"	"XRCC5"	"protein_coding"
"2873"	"ENSG00000079263"	"SP140"	"protein_coding"
"2874"	"ENSG00000079308"	"TNS1"	"protein_coding"
"2875"	"ENSG00000080345"	"RIF1"	"protein_coding"
"2876"	"ENSG00000081052"	"COL4A4"	"protein_coding"
"2877"	"ENSG00000081320"	"STK17B"	"protein_coding"
"2878"	"ENSG00000082146"	"STRADB"	"protein_coding"
"2879"	"ENSG00000082153"	"BZW1"	"protein_coding"
"2880"	"ENSG00000082438"	"COBLL1"	"protein_coding"
"2881"	"ENSG00000085449"	"WDFY1"	"protein_coding"
"2882"	"ENSG00000085978"	"ATG16L1"	"protein_coding"
"2883"	"ENSG00000085982"	"USP40"	"protein_coding"
"2884"	"ENSG00000091409"	"ITGA6"	"protein_coding"
"2885"	"ENSG00000091428"	"RAPGEF4"	"protein_coding"
"2886"	"ENSG00000091436"	"MAP3K20"	"protein_coding"
"2887"	"ENSG00000114923"	"SLC4A3"	"protein_coding"
"2888"	"ENSG00000114933"	"INO80D"	"protein_coding"
"2889"	"ENSG00000114942"	"EEF1B2"	"protein_coding"
"2890"	"ENSG00000114948"	"ADAM23"	"protein_coding"
"2891"	"ENSG00000115009"	"CCL20"	"protein_coding"
"2892"	"ENSG00000115020"	"PIKFYVE"	"protein_coding"
"2893"	"ENSG00000115053"	"NCL"	"protein_coding"
"2894"	"ENSG00000115145"	"STAM2"	"protein_coding"
"2895"	"ENSG00000115159"	"GPD2"	"protein_coding"
"2896"	"ENSG00000115165"	"CYTIP"	"protein_coding"
"2897"	"ENSG00000115170"	"ACVR1"	"protein_coding"
"2898"	"ENSG00000115183"	"TANC1"	"protein_coding"
"2899"	"ENSG00000115221"	"ITGB6"	"protein_coding"
"2900"	"ENSG00000115232"	"ITGA4"	"protein_coding"
"2901"	"ENSG00000115233"	"PSMD14"	"protein_coding"
"2902"	"ENSG00000115252"	"PDE1A"	"protein_coding"
"2903"	"ENSG00000115263"	"GCG"	"protein_coding"
"2904"	"ENSG00000115267"	"IFIH1"	"protein_coding"
"2905"	"ENSG00000115271"	"GCA"	"protein_coding"
"2906"	"ENSG00000115290"	"GRB14"	"protein_coding"
"2907"	"ENSG00000115339"	"GALNT3"	"protein_coding"
"2908"	"ENSG00000115361"	"ACADL"	"protein_coding"
"2909"	"ENSG00000115365"	"LANCL1"	"protein_coding"
"2910"	"ENSG00000115368"	"WDR75"	"protein_coding"
"2911"	"ENSG00000115414"	"FN1"	"protein_coding"
"2912"	"ENSG00000115415"	"STAT1"	"protein_coding"
"2913"	"ENSG00000115419"	"GLS"	"protein_coding"
"2914"	"ENSG00000115425"	"PECR"	"protein_coding"
"2915"	"ENSG00000115457"	"IGFBP2"	"protein_coding"
"2916"	"ENSG00000115461"	"IGFBP5"	"protein_coding"
"2917"	"ENSG00000115468"	"EFHD1"	"protein_coding"
"2918"	"ENSG00000115520"	"COQ10B"	"protein_coding"
"2919"	"ENSG00000115524"	"SF3B1"	"protein_coding"
"2920"	"ENSG00000115540"	"MOB4"	"protein_coding"
"2921"	"ENSG00000115541"	"HSPE1"	"protein_coding"
"2922"	"ENSG00000115556"	"PLCD4"	"protein_coding"
"2923"	"ENSG00000115568"	"ZNF142"	"protein_coding"
"2924"	"ENSG00000115596"	"WNT6"	"protein_coding"
"2925"	"ENSG00000115648"	"MLPH"	"protein_coding"
"2926"	"ENSG00000115649"	"CNPPD1"	"protein_coding"
"2927"	"ENSG00000115657"	"ABCB6"	"protein_coding"
"2928"	"ENSG00000115661"	"STK16"	"protein_coding"
"2929"	"ENSG00000115806"	"GORASP2"	"protein_coding"
"2930"	"ENSG00000115827"	"DCAF17"	"protein_coding"
"2931"	"ENSG00000115840"	"SLC25A12"	"protein_coding"
"2932"	"ENSG00000115896"	"PLCL1"	"protein_coding"
"2933"	"ENSG00000115935"	"WIPF1"	"protein_coding"
"2934"	"ENSG00000115942"	"ORC2"	"protein_coding"
"2935"	"ENSG00000115963"	"RND3"	"protein_coding"
"2936"	"ENSG00000115966"	"ATF2"	"protein_coding"
"2937"	"ENSG00000115993"	"TRAK2"	"protein_coding"
"2938"	"ENSG00000116030"	"SUMO1"	"protein_coding"
"2939"	"ENSG00000116044"	"NFE2L2"	"protein_coding"
"2940"	"ENSG00000116095"	"PLEKHA3"	"protein_coding"
"2941"	"ENSG00000116106"	"EPHA4"	"protein_coding"
"2942"	"ENSG00000116117"	"PARD3B"	"protein_coding"
"2943"	"ENSG00000116120"	"FARSB"	"protein_coding"
"2944"	"ENSG00000118242"	"MREG"	"protein_coding"
"2945"	"ENSG00000118246"	"FASTKD2"	"protein_coding"
"2946"	"ENSG00000118257"	"NRP2"	"protein_coding"
"2947"	"ENSG00000118260"	"CREB1"	"protein_coding"
"2948"	"ENSG00000118263"	"KLF7"	"protein_coding"
"2949"	"ENSG00000118997"	"DNAH7"	"protein_coding"
"2950"	"ENSG00000119004"	"CYP20A1"	"protein_coding"
"2951"	"ENSG00000119013"	"NDUFB3"	"protein_coding"
"2952"	"ENSG00000119041"	"GTF3C3"	"protein_coding"
"2953"	"ENSG00000119042"	"SATB2"	"protein_coding"
"2954"	"ENSG00000123485"	"HJURP"	"protein_coding"
"2955"	"ENSG00000123600"	"METTL8"	"protein_coding"
"2956"	"ENSG00000123607"	"TTC21B"	"protein_coding"
"2957"	"ENSG00000123609"	"NMI"	"protein_coding"
"2958"	"ENSG00000123610"	"TNFAIP6"	"protein_coding"
"2959"	"ENSG00000123612"	"ACVR1C"	"protein_coding"
"2960"	"ENSG00000123636"	"BAZ2B"	"protein_coding"
"2961"	"ENSG00000123983"	"ACSL3"	"protein_coding"
"2962"	"ENSG00000123989"	"CHPF"	"protein_coding"
"2963"	"ENSG00000123992"	"DNPEP"	"protein_coding"
"2964"	"ENSG00000123999"	"INHA"	"protein_coding"
"2965"	"ENSG00000124006"	"OBSL1"	"protein_coding"
"2966"	"ENSG00000124019"	"FAM124B"	"protein_coding"
"2967"	"ENSG00000124831"	"LRRFIP1"	"protein_coding"
"2968"	"ENSG00000124839"	"RAB17"	"protein_coding"
"2969"	"ENSG00000127824"	"TUBA4A"	"protein_coding"
"2970"	"ENSG00000127831"	"VIL1"	"protein_coding"
"2971"	"ENSG00000127837"	"AAMP"	"protein_coding"
"2972"	"ENSG00000127838"	"PNKD"	"protein_coding"
"2973"	"ENSG00000128641"	"MYO1B"	"protein_coding"
"2974"	"ENSG00000128645"	"HOXD1"	"protein_coding"
"2975"	"ENSG00000128652"	"HOXD3"	"protein_coding"
"2976"	"ENSG00000128654"	"MTX2"	"protein_coding"
"2977"	"ENSG00000128655"	"PDE11A"	"protein_coding"
